Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	Y-Intercept	R(superscript 2)	Slope	Efficiency	Amp Score	Cq Conf	BADROX	NOAMP	NOISE	EXPFAIL	THOLDFAIL	PRFLOW	PRFDROP
84	D12	false	10^5	norovirus_gii	UNKNOWN	FAM	NFQ-MGB	23.730	23.730					true	0.114	true	1	45						1.203	0.963	N	N	N	N	Y	N	N
85	D13	false	10^5	IPC	UNKNOWN	VIC	NFQ-MGB	26.051	26.051					true	0.040	true	1	45						1.086	0.919	N	N	N	N	Y	N	N
85	D13	false	10^5	plesiomonas_shigeeloides	UNKNOWN	FAM	NFQ-MGB	19.241	19.241					true	0.162	true	1	45						1.280	0.892	N	N	N	N	Y	N	N
86	D14	false	10^5	IPC	UNKNOWN	VIC	NFQ-MGB	25.284	25.284					true	0.040	true	1	45						1.089	0.945	N	N	N	N	Y	N	N
86	D14	false	10^5	rotavirus	UNKNOWN	FAM	NFQ-MGB	23.852	23.852					true	0.164	true	1	45						1.348	0.931	N	N	N	N	Y	N	N
87	D15	false	10^5	IPC	UNKNOWN	VIC	NFQ-MGB	24.913	24.913					true	0.040	true	1	45						1.079	0.910	N	N	N	N	Y	N	N
87	D15	false	10^5	salmonella_enterica	UNKNOWN	FAM	NFQ-MGB	19.650	19.650					true	0.304	true	1	45						1.431	0.922	N	N	N	N	Y	N	N
88	D16	false	10^5	IPC	UNKNOWN	VIC	NFQ-MGB	26.406	26.406					true	0.040	true	1	45						1.072	0.972	N	N	N	N	Y	N	N
88	D16	false	10^5	sapovirus_i_ii_iv_v	UNKNOWN	FAM	NFQ-MGB	21.336	21.336					true	0.041	true	1	45						1.252	0.958	N	N	N	N	Y	N	N
89	D17	false	10^5	IPC	UNKNOWN	VIC	NFQ-MGB	24.966	24.966					true	0.040	true	1	45						1.004	0.694	N	N	N	N	Y	N	N
89	D17	false	10^5	sars_cov_2	UNKNOWN	FAM	NFQ-MGB	22.219	22.219					true	0.217	true	1	45						1.328	0.947	N	N	N	N	Y	N	N
90	D18	false	10^5	IPC	UNKNOWN	VIC	NFQ-MGB	26.700	26.700					true	0.040	true	1	45						1.063	0.959	N	N	N	N	Y	N	N
90	D18	false	10^5	shigella_eiec	UNKNOWN	FAM	NFQ-MGB	19.031	19.031					true	0.189	true	1	45						1.334	0.988	N	N	N	N	Y	N	N
91	D19	false	10^5	IPC	UNKNOWN	VIC	NFQ-MGB	25.639	25.639					true	0.040	true	1	45						1.030	0.930	N	N	N	N	Y	N	Y
91	D19	false	10^5	stec_stx1	UNKNOWN	FAM	NFQ-MGB	20.691	20.691					true	0.238	true	1	45						1.396	0.979	N	N	N	N	Y	N	Y
92	D20	false	10^5	IPC	UNKNOWN	VIC	NFQ-MGB	26.819	26.819					true	0.040	true	1	45						1.061	0.897	N	N	N	N	Y	N	N
92	D20	false	10^5	stec_stx2	UNKNOWN	FAM	NFQ-MGB	20.173	20.173					true	0.161	true	1	45						1.303	0.934	N	N	N	N	Y	N	N
93	D21	false	10^5	IPC	UNKNOWN	VIC	NFQ-MGB	25.297	25.297					true	0.040	true	1	45						0.962	0.526	N	N	N	N	Y	N	N
93	D21	false	10^5	strongyloides_stercolaris	UNKNOWN	FAM	NFQ-MGB	18.960	18.960					true	0.217	true	1	45						1.449	0.987	N	N	N	N	Y	N	N
94	D22	false	10^5	IPC	UNKNOWN	VIC	NFQ-MGB	27.460	27.460					true	0.040	true	1	45						0.938	0.696	N	N	N	N	Y	N	N
94	D22	false	10^5	tichuris_trichuira	UNKNOWN	FAM	NFQ-MGB	20.166	20.166					true	0.378	true	1	45						1.458	0.941	N	N	N	N	Y	N	N
95	D23	false	10^5	IPC	UNKNOWN	VIC	NFQ-MGB	26.151	26.151					true	0.040	true	1	45						1.043	0.930	N	N	N	N	Y	N	N
95	D23	false	10^5	yersinia_enterocolitica	UNKNOWN	FAM	NFQ-MGB	18.849	18.849					true	0.101	true	1	45						1.195	0.859	N	N	N	N	Y	N	N
96	D24	false	10^5	IPC	UNKNOWN	VIC	NFQ-MGB	27.002	27.002					true	0.040	true	1	45						1.018	0.890	N	N	N	N	Y	N	N
96	D24	false	10^5	zika	UNKNOWN	FAM	NFQ-MGB	24.606	24.606					true	0.216	true	1	45						1.339	0.960	N	N	N	N	Y	N	N
97	E1	false	10^4	16s	UNKNOWN	FAM	NFQ-MGB	16.643	16.643					true	0.040	true	1	45						1.016	0.578	N	N	N	N	Y	N	N
97	E1	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.438	26.438					true	0.040	true	1	45						1.062	0.938	N	N	N	N	Y	N	N
98	E2	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	25.674	25.674					true	0.040	true	1	45						1.063	0.957	N	N	N	N	Y	N	N
98	E2	false	10^4	acanthamoeba_spp	UNKNOWN	FAM	NFQ-MGB	17.987	17.987					true	0.133	true	1	45						1.256	0.785	N	N	N	N	Y	N	N
99	E3	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	25.948	25.948					true	0.040	true	1	45						1.074	0.894	N	N	N	N	Y	N	N
99	E3	false	10^4	adenovirus_40_41	UNKNOWN	FAM	NFQ-MGB	17.347	17.347					true	0.059	true	1	45						1.101	0.555	N	N	N	N	Y	N	N
100	E4	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	25.107	25.107					true	0.040	true	1	45						1.052	0.866	N	N	N	N	Y	N	N
100	E4	false	10^4	anclyostoma_duoenale	UNKNOWN	FAM	NFQ-MGB	22.422	22.422					true	0.207	true	1	45						1.375	0.905	N	N	N	N	Y	N	N
101	E5	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	27.228	27.228					true	0.040	true	1	45						1.075	0.926	N	N	N	Y	Y	N	N
101	E5	false	10^4	ascaris_lumbricoides	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.200	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
102	E6	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.295	26.295					true	0.040	true	1	45						1.077	0.962	N	N	N	N	Y	N	N
102	E6	false	10^4	astrovirus	UNKNOWN	FAM	NFQ-MGB	28.803	28.803					true	0.118	true	1	45						1.241	0.841	N	N	N	N	Y	N	N
103	E7	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.359	26.359					true	0.040	true	1	45						1.030	0.957	N	N	N	N	Y	N	N
103	E7	false	10^4	balantidium_coli	UNKNOWN	FAM	NFQ-MGB	20.479	20.479					true	0.410	true	1	45						1.445	0.965	N	N	N	N	Y	N	N
104	E8	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.701	26.701					true	0.040	true	1	45						1.073	0.858	N	N	N	N	Y	N	N
104	E8	false	10^4	bhv	UNKNOWN	FAM	NFQ-MGB	19.224	19.224					true	0.040	true	1	45						0.972	0.399	N	N	N	N	Y	N	N
105	E9	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.210	26.210					true	0.040	true	1	45						1.036	0.940	N	N	N	N	Y	N	N
105	E9	false	10^4	blastocystis_spp	UNKNOWN	FAM	NFQ-MGB	21.851	21.851					true	0.040	true	1	45						1.082	0.883	N	N	N	N	Y	N	N
106	E10	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.368	26.368					true	0.040	true	1	45						1.101	0.947	N	N	N	N	Y	N	N
106	E10	false	10^4	brsv	UNKNOWN	FAM	NFQ-MGB	27.986	27.986					true	0.252	true	1	45						1.363	0.952	N	N	N	N	Y	N	N
107	E11	false	10^4	18s	UNKNOWN	FAM	NFQ-MGB	32.053	32.053					true	0.139	true	1	45						1.259	0.957	N	N	N	N	Y	N	N
107	E11	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.536	26.536					true	0.040	true	1	45						1.080	0.948	N	N	N	N	Y	N	N
108	E12	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.283	26.283					true	0.040	true	1	45						1.064	0.929	N	N	N	N	Y	N	N
108	E12	false	10^4	c_jejuni_c_coli	UNKNOWN	FAM	NFQ-MGB	18.632	18.632					true	0.161	true	1	45						1.352	0.955	N	N	N	N	Y	N	N
109	E13	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.277	26.277					true	0.040	true	1	45						0.967	0.691	N	N	N	N	Y	N	N
109	E13	false	10^4	clostridium_difficile	UNKNOWN	FAM	NFQ-MGB	20.915	20.915					true	0.160	true	1	45						1.345	0.935	N	N	N	N	Y	N	N
110	E14	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	25.919	25.919					true	0.040	true	1	45						1.071	0.924	N	N	N	N	Y	N	N
110	E14	false	10^4	cryptosporidium_spp	UNKNOWN	FAM	NFQ-MGB	18.440	18.440					true	0.070	true	1	45						1.208	0.931	N	N	N	N	Y	N	N
111	E15	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	24.735	24.735					true	0.040	true	1	45						1.091	0.958	N	N	N	N	Y	N	N
111	E15	false	10^4	cyclospora_cayetanesis	UNKNOWN	FAM	NFQ-MGB	20.449	20.449					true	0.161	true	1	45						1.297	0.787	N	N	N	N	Y	N	N
112	E16	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	27.021	27.021					true	0.040	true	1	45						1.084	0.884	N	N	N	N	Y	N	N
112	E16	false	10^4	e_coli_ybbW	UNKNOWN	FAM	NFQ-MGB	29.681	29.681					true	0.258	true	1	45						1.353	0.961	N	N	N	N	Y	N	N
113	E17	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	Undetermined						true	0.040	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
113	E17	false	10^4	e_coli_0157H7	UNKNOWN	FAM	NFQ-MGB	16.668	16.668					true	0.106	true	1	45						1.359	0.905	N	N	N	Y	Y	N	N
114	E18	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.104	26.104					true	0.040	true	1	45						1.066	0.965	N	N	N	N	Y	N	N
114	E18	false	10^4	eaec_aaic	UNKNOWN	FAM	NFQ-MGB	19.050	19.050					true	0.051	true	1	45						1.208	0.638	N	N	N	N	Y	N	N
115	E19	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.622	26.622					true	0.040	true	1	45						1.027	0.898	N	N	N	N	Y	N	N
115	E19	false	10^4	eaec_aata	UNKNOWN	FAM	NFQ-MGB	17.408	17.408					true	0.040	true	1	45						1.029	0.656	N	N	N	N	Y	N	N
116	E20	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.614	26.614					true	0.040	true	1	45						1.064	0.937	N	N	N	N	Y	N	N
116	E20	false	10^4	entamoeba_histolytica	UNKNOWN	FAM	NFQ-MGB	22.836	22.836					true	0.119	true	1	45						1.199	0.828	N	N	N	N	Y	N	N
117	E21	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	25.062	25.062					true	0.040	true	1	45						1.031	0.908	N	N	N	N	Y	N	N
117	E21	false	10^4	enterobius_verminularis	UNKNOWN	FAM	NFQ-MGB	20.933	20.933					true	0.248	true	1	45						1.395	0.943	N	N	N	N	Y	N	N
118	E22	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.430	26.430					true	0.040	true	1	45						1.057	0.948	N	N	N	N	Y	N	N
118	E22	false	10^4	enterococcus_spp	UNKNOWN	FAM	NFQ-MGB	23.030	23.030					true	0.181	true	1	45						1.297	0.941	N	N	N	N	Y	N	N
119	E23	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.656	26.656					true	0.040	true	1	45						1.011	0.931	N	N	N	N	Y	N	N
119	E23	false	10^4	epec_bfpa	UNKNOWN	FAM	NFQ-MGB	22.280	22.280					true	0.122	true	1	45						1.261	0.895	N	N	N	N	Y	N	N
120	E24	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	25.278	25.278					true	0.040	true	1	45						1.078	0.921	N	N	N	N	Y	N	N
120	E24	false	10^4	epec_eae	UNKNOWN	FAM	NFQ-MGB	22.997	22.997					true	0.168	true	1	45						1.298	0.954	N	N	N	N	Y	N	N
121	F1	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.154	26.154					true	0.040	true	1	45						0.889	0.877	N	N	N	N	Y	N	N
121	F1	false	10^4	etec_lt	UNKNOWN	FAM	NFQ-MGB	22.641	22.641					true	0.185	true	1	45						1.341	0.872	N	N	N	N	Y	N	N
122	F2	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.428	26.428					true	0.040	true	1	45						1.050	0.951	N	N	N	N	Y	N	N
122	F2	false	10^4	etec_sth	UNKNOWN	FAM	NFQ-MGB	23.323	23.323					true	0.221	true	1	45						1.362	0.969	N	N	N	N	Y	N	N
123	F3	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	25.884	25.884					true	0.040	true	1	45						1.058	0.892	N	N	N	N	Y	N	N
123	F3	false	10^4	etec_stp	UNKNOWN	FAM	NFQ-MGB	22.401	22.401					true	0.065	true	1	45						1.144	0.839	N	N	N	N	Y	N	N
124	F4	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	24.916	24.916					true	0.040	true	1	45						1.036	0.939	N	N	N	N	Y	N	N
124	F4	false	10^4	giardia_spp	UNKNOWN	FAM	NFQ-MGB	22.027	22.027					true	0.149	true	1	45						1.256	0.752	N	N	N	N	Y	N	N
125	F5	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	24.442	24.442					true	0.040	true	1	45						1.055	0.932	N	N	N	N	Y	N	N
125	F5	false	10^4	helicobactor_pylori	UNKNOWN	FAM	NFQ-MGB	21.839	21.839					true	0.139	true	1	45						1.225	0.787	N	N	N	N	Y	N	N
126	F6	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.215	26.215					true	0.040	true	1	45						1.082	0.969	N	N	N	N	Y	N	N
126	F6	false	10^4	hep_a	UNKNOWN	FAM	NFQ-MGB	27.028	27.028					true	0.130	true	1	45						1.220	0.835	N	N	N	N	Y	N	N
127	F7	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.641	26.641					true	0.040	true	1	45						1.104	0.947	N	N	N	N	Y	N	N
127	F7	false	10^4	hep_g	UNKNOWN	FAM	NFQ-MGB	27.224	27.224					true	0.230	true	1	45						1.341	0.941	N	N	N	N	Y	N	N
128	F8	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.438	26.438					true	0.040	true	1	45						1.077	0.897	N	N	N	N	Y	N	N
128	F8	false	10^4	hf183	UNKNOWN	FAM	NFQ-MGB	22.891	22.891					true	0.179	true	1	45						1.290	0.890	N	N	N	N	Y	N	N
129	F9	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	25.699	25.699					true	0.040	true	1	45						1.083	0.950	N	N	N	N	Y	N	N
129	F9	false	10^4	human_mtdna	UNKNOWN	FAM	NFQ-MGB	23.057	23.057					true	0.127	true	1	45						1.203	0.852	N	N	N	N	Y	N	N
130	F10	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.476	26.476					true	0.040	true	1	45						1.041	0.932	N	N	N	N	Y	N	N
130	F10	false	10^4	necator_americanus	UNKNOWN	FAM	NFQ-MGB	25.638	25.638					true	0.113	true	1	45						1.213	0.848	N	N	N	N	Y	N	N
131	F11	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.737	26.737					true	0.040	true	1	45						1.086	0.924	N	N	N	N	Y	N	N
131	F11	false	10^4	norovirus_gi	UNKNOWN	FAM	NFQ-MGB	28.170	28.170					true	0.130	true	1	45						1.204	0.915	N	N	N	N	Y	N	N
132	F12	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.775	26.775					true	0.040	true	1	45						1.082	0.929	N	N	N	N	Y	N	N
132	F12	false	10^4	norovirus_gii	UNKNOWN	FAM	NFQ-MGB	27.415	27.415					true	0.114	true	1	45						1.208	0.874	N	N	N	N	Y	N	N
133	F13	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.274	26.274					true	0.040	true	1	45						1.091	0.932	N	N	N	N	Y	N	N
133	F13	false	10^4	plesiomonas_shigeeloides	UNKNOWN	FAM	NFQ-MGB	22.440	22.440					true	0.162	true	1	45						1.277	0.881	N	N	N	N	Y	N	N
134	F14	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.437	26.437					true	0.040	true	1	45						1.101	0.947	N	N	N	N	Y	N	N
134	F14	false	10^4	rotavirus	UNKNOWN	FAM	NFQ-MGB	28.330	28.330					true	0.164	true	1	45						1.298	0.867	N	N	N	N	Y	N	N
135	F15	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	25.632	25.632					true	0.040	true	1	45						1.080	0.943	N	N	N	N	Y	N	N
135	F15	false	10^4	salmonella_enterica	UNKNOWN	FAM	NFQ-MGB	23.069	23.069					true	0.304	true	1	45						1.395	0.918	N	N	N	N	Y	N	N
136	F16	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.450	26.450					true	0.040	true	1	45						1.083	0.888	N	N	N	N	Y	N	Y
136	F16	false	10^4	sapovirus_i_ii_iv_v	UNKNOWN	FAM	NFQ-MGB	25.858	25.858					true	0.041	true	1	45						1.227	0.861	N	N	N	N	Y	N	Y
137	F17	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.037	26.037					true	0.040	true	1	45						1.066	0.953	N	N	N	N	Y	N	N
137	F17	false	10^4	sars_cov_2	UNKNOWN	FAM	NFQ-MGB	25.466	25.466					true	0.217	true	1	45						1.333	0.922	N	N	N	N	Y	N	N
138	F18	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	25.943	25.943					true	0.040	true	1	45						1.079	0.957	N	N	N	N	Y	N	N
138	F18	false	10^4	shigella_eiec	UNKNOWN	FAM	NFQ-MGB	22.656	22.656					true	0.189	true	1	45						1.310	0.987	N	N	N	N	Y	N	N
139	F19	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	25.463	25.463					true	0.040	true	1	45						1.076	0.953	N	N	N	N	Y	N	N
139	F19	false	10^4	stec_stx1	UNKNOWN	FAM	NFQ-MGB	24.048	24.048					true	0.238	true	1	45						1.393	0.956	N	N	N	N	Y	N	N
140	F20	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.212	26.212					true	0.040	true	1	45						1.082	0.953	N	N	N	N	Y	N	N
140	F20	false	10^4	stec_stx2	UNKNOWN	FAM	NFQ-MGB	23.146	23.146					true	0.161	true	1	45						1.299	0.978	N	N	N	N	Y	N	N
141	F21	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	25.687	25.687					true	0.040	true	1	45						1.005	0.901	N	N	N	N	Y	N	N
141	F21	false	10^4	strongyloides_stercolaris	UNKNOWN	FAM	NFQ-MGB	22.675	22.675					true	0.217	true	1	45						1.417	0.986	N	N	N	N	Y	N	N
142	F22	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	25.741	25.741					true	0.040	true	1	45						1.024	0.912	N	N	N	N	Y	N	N
142	F22	false	10^4	tichuris_trichuira	UNKNOWN	FAM	NFQ-MGB	23.447	23.447					true	0.378	true	1	45						1.462	0.956	N	N	N	N	Y	N	N
143	F23	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.511	26.511					true	0.040	true	1	45						1.073	0.828	N	N	N	N	Y	N	N
143	F23	false	10^4	yersinia_enterocolitica	UNKNOWN	FAM	NFQ-MGB	21.845	21.845					true	0.101	true	1	45						1.216	0.829	N	N	N	N	Y	N	N
144	F24	false	10^4	IPC	UNKNOWN	VIC	NFQ-MGB	26.842	26.842					true	0.040	true	1	45						1.057	0.930	N	N	N	N	Y	N	N
144	F24	false	10^4	zika	UNKNOWN	FAM	NFQ-MGB	27.944	27.944					true	0.216	true	1	45						1.329	0.981	N	N	N	N	Y	N	N
145	G1	false	10^3	16s	UNKNOWN	FAM	NFQ-MGB	22.394	22.394					true	0.040	true	1	45						1.015	0.678	N	N	N	N	Y	N	N
145	G1	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.479	26.479					true	0.040	true	1	45						1.064	0.964	N	N	N	N	Y	N	N
146	G2	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.719	26.719					true	0.040	true	1	45						1.055	0.925	N	N	N	N	Y	N	N
146	G2	false	10^3	acanthamoeba_spp	UNKNOWN	FAM	NFQ-MGB	23.076	23.076					true	0.133	true	1	45						1.258	0.833	N	N	N	N	Y	N	N
147	G3	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.968	26.968					true	0.040	true	1	45						1.078	0.914	N	N	N	N	Y	N	N
147	G3	false	10^3	adenovirus_40_41	UNKNOWN	FAM	NFQ-MGB	22.693	22.693					true	0.059	true	1	45						1.112	0.664	N	N	N	N	Y	N	N
148	G4	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	25.366	25.366					true	0.040	true	1	45						1.074	0.931	N	N	N	N	Y	N	N
148	G4	false	10^3	anclyostoma_duoenale	UNKNOWN	FAM	NFQ-MGB	24.497	24.497					true	0.207	true	1	45						1.354	0.978	N	N	N	N	Y	N	N
149	G5	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.937	26.937					true	0.040	true	1	45						1.076	0.892	N	N	N	Y	Y	N	N
149	G5	false	10^3	ascaris_lumbricoides	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.200	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
150	G6	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.924	26.924					true	0.040	true	1	45						1.091	0.934	N	N	N	N	Y	N	N
150	G6	false	10^3	astrovirus	UNKNOWN	FAM	NFQ-MGB	32.602	32.602					true	0.118	true	1	45						1.267	0.832	N	N	N	N	Y	N	N
151	G7	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.113	26.113					true	0.040	true	1	45						1.062	0.933	N	N	N	N	Y	N	N
151	G7	false	10^3	balantidium_coli	UNKNOWN	FAM	NFQ-MGB	24.963	24.963					true	0.410	true	1	45						1.465	0.985	N	N	N	N	Y	N	N
152	G8	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.408	26.408					true	0.040	true	1	45						1.078	0.952	N	N	N	N	Y	N	N
152	G8	false	10^3	bhv	UNKNOWN	FAM	NFQ-MGB	25.653	25.653					true	0.040	true	1	45						0.997	0.616	N	N	N	N	Y	N	N
153	G9	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.828	26.828					true	0.040	true	1	45						1.055	0.934	N	N	N	N	Y	N	N
153	G9	false	10^3	blastocystis_spp	UNKNOWN	FAM	NFQ-MGB	26.136	26.136					true	0.040	true	1	45						1.107	0.755	N	N	N	N	Y	N	N
154	G10	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	27.106	27.106					true	0.040	true	1	45						1.088	0.904	N	N	N	N	Y	N	N
154	G10	false	10^3	brsv	UNKNOWN	FAM	NFQ-MGB	31.460	31.460					true	0.252	true	1	45						1.373	0.931	N	N	N	N	Y	N	N
155	G11	false	10^3	18s	UNKNOWN	FAM	NFQ-MGB	32.523	32.523					true	0.139	true	1	45						1.252	0.958	N	N	N	N	Y	N	N
155	G11	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	27.216	27.216					true	0.040	true	1	45						1.091	0.910	N	N	N	N	Y	N	N
156	G12	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	25.851	25.851					true	0.040	true	1	45						1.079	0.938	N	N	N	N	Y	N	N
156	G12	false	10^3	c_jejuni_c_coli	UNKNOWN	FAM	NFQ-MGB	24.601	24.601					true	0.161	true	1	45						1.336	0.951	N	N	N	N	Y	N	N
157	G13	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	24.930	24.930					true	0.040	true	1	45						0.988	0.699	N	N	N	N	Y	N	N
157	G13	false	10^3	clostridium_difficile	UNKNOWN	FAM	NFQ-MGB	22.433	22.433					true	0.160	true	1	45						1.347	0.922	N	N	N	N	Y	N	N
158	G14	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.457	26.457					true	0.040	true	1	45						1.082	0.923	N	N	N	N	Y	N	N
158	G14	false	10^3	cryptosporidium_spp	UNKNOWN	FAM	NFQ-MGB	22.998	22.998					true	0.070	true	1	45						1.200	0.971	N	N	N	N	Y	N	N
159	G15	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.352	26.352					true	0.040	true	1	45						1.065	0.907	N	N	N	N	Y	N	N
159	G15	false	10^3	cyclospora_cayetanesis	UNKNOWN	FAM	NFQ-MGB	24.032	24.032					true	0.161	true	1	45						1.283	0.866	N	N	N	N	Y	N	N
160	G16	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.545	26.545					true	0.040	true	1	45						1.078	0.881	N	N	N	N	Y	N	N
160	G16	false	10^3	e_coli_ybbW	UNKNOWN	FAM	NFQ-MGB	32.406	32.406					true	0.258	true	1	45						1.342	0.964	N	N	N	N	Y	N	N
161	G17	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.411	26.411					true	0.040	true	1	45						0.928	0.710	N	N	N	N	Y	N	N
161	G17	false	10^3	e_coli_0157H7	UNKNOWN	FAM	NFQ-MGB	22.960	22.960					true	0.106	true	1	45						1.368	0.972	N	N	N	N	Y	N	N
162	G18	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.438	26.438					true	0.040	true	1	45						1.068	0.913	N	N	N	N	Y	N	N
162	G18	false	10^3	eaec_aaic	UNKNOWN	FAM	NFQ-MGB	22.875	22.875					true	0.051	true	1	45						1.210	0.828	N	N	N	N	Y	N	N
163	G19	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.429	26.429					true	0.040	true	1	45						1.044	0.954	N	N	N	N	Y	N	N
163	G19	false	10^3	eaec_aata	UNKNOWN	FAM	NFQ-MGB	22.145	22.145					true	0.040	true	1	45						1.023	0.901	N	N	N	N	Y	N	N
164	G20	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.659	26.659					true	0.040	true	1	45						1.072	0.931	N	N	N	N	Y	N	N
164	G20	false	10^3	entamoeba_histolytica	UNKNOWN	FAM	NFQ-MGB	21.902	21.902					true	0.119	true	1	45						1.213	0.797	N	N	N	N	Y	N	N
165	G21	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	25.752	25.752					true	0.040	true	1	45						1.062	0.943	N	N	N	N	Y	N	N
165	G21	false	10^3	enterobius_verminularis	UNKNOWN	FAM	NFQ-MGB	23.973	23.973					true	0.248	true	1	45						1.413	0.932	N	N	N	N	Y	N	N
166	G22	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.831	26.831					true	0.040	true	1	45						1.056	0.933	N	N	N	N	Y	N	N
166	G22	false	10^3	enterococcus_spp	UNKNOWN	FAM	NFQ-MGB	26.407	26.407					true	0.181	true	1	45						1.293	0.888	N	N	N	N	Y	N	N
167	G23	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.232	26.232					true	0.040	true	1	45						1.054	0.944	N	N	N	N	Y	N	N
167	G23	false	10^3	epec_bfpa	UNKNOWN	FAM	NFQ-MGB	24.705	24.705					true	0.122	true	1	45						1.246	0.993	N	N	N	N	Y	N	N
168	G24	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.397	26.397					true	0.040	true	1	45						1.069	0.921	N	N	N	N	Y	N	N
168	G24	false	10^3	epec_eae	UNKNOWN	FAM	NFQ-MGB	25.747	25.747					true	0.168	true	1	45						1.326	0.989	N	N	N	N	Y	N	N
